Gene Name,Balaton consensus calls,,Carrel hybrids,Carrel SNPs,Cotton AI,Cotton DNAm,,Transcript Start,Transcript Stop,Transcript Type,CTAG gene,Expression in GM12878,Expression in IMR90,Expressed in Either Tissue,Domain categories,Results from other literature,Lister mCH,Sex differences in expression,Y homology,alternate gene names,Related Diseases,Comments
PNMA6A,S,,0,,,,,152240726,152340107,mRNA,No,0.001534187,0.000518277,Neither,S,,,,,None,,"There is multiple copies of PNMA6A here, on both strands. Each copy is around 2 kb."
PNMA6C,No call,,,,,,,152241445,152242645,mRNA,No,0,0,Neither,S,,,,,,,
MAGEA1,No call,,,,,,,152481521,152486116,mRNA,yes,0,0,Neither,S,,,,,,,
ZNF275,S,,0,,S,all F S,,152599612,152618384,mRNA,No,5.3206534,5.123849,Both,S,,S,,,None,,
BC018767,No call,,,,,,,152614942,152617045,ncRNA,No,10.67538,13.329736,Both,S,,,,,,,
ZFP92,No call,,,,,,,152683780,152687086,mRNA,No,0.21034582,0.070088655,Lymphoblast only,S,,,,,,,
HAUS7,S,,,,S,all F S or S+U,,152710177,152760978,mRNA,No,0.3196151,1.3575916,Both,S,,S,,,,,
TREX2,S,,0,,,,,152710177,152713367,mRNA,No,0.903521,2.00154,Both,S,,,,Y pseudogene,HXQ28ORF ,,
BGN,S,,0,S,,,,152760346,152775004,mRNA,No,0,6.9378066,Fibroblast Only,S,S,,,,None,,
ATP2B3,Discordant,,0,,VE,,,152801579,152848387,mRNA,No,0.009581229,0.014304852,Neither,S,,S,,,None,,
FAM58A,S,,0,,S,,,152853382,152864632,mRNA,No,0.82652706,3.2343755,Both,S,,S,,,MGC29729 ,STAR,
DUSP9,S,,0,,,all F S or S+U,,152907896,152916781,mRNA,No,0.004120104,0.06955756,Neither,S,,,,,None,,
PNCK,S,,,,,all F S or S+U,,152935187,152952247,mRNA,No,0.01233894,0.05283272,Neither,S,,,,Y pseudogene,,,
SLC6A8,No call,,,,,,,152953751,152962048,mRNA,No,0.13677375,10.468449,Both,S,,,,Y pseudogene,,CCDS1,
BCAP31,Mostly S,,,,S,S or S+U and VE and U,,152965946,152990201,mRNA,No,2.1380205,2.6458685,Both,S,,E,,,,DDCH,
ABCD1,Mostly S,,0.33,,S,,,152990322,153010216,mRNA,No,0.7259681,2.8504457,Both,S,S,,,,None,ALD,
PLXNB3,Discordant,,1,S,,,,153029650,153045940,mRNA,No,0.12079396,9.456666,Both,S,,,,Y pseudogene,None,,
SRPK3,S,,0,,,,,153041810,153051187,mRNA,No,0.5328892,4.855248,Both,S,,,,Y pseudogene,"STK23, MSSK1 ",,
IDH3G,S,,0,,S,,,153051220,153059967,mRNA,No,7.156519,10.018267,Both,S,,S,,,IDH ,,
SSR4,S,,0,,,all F S or S+U,,153059903,153063967,mRNA,No,40.405212,11.125086,Both,S,,,,Y pseudogene,TRAP delta ,,
PDZD4,Discordant,,0,,VE,too much U,,153067622,153095351,mRNA,No,0.007261516,0.13652332,Fibroblast Only,Boundary,,S,,Y pseudogene,PDZK4 ,,
L1CAM,Mostly E,,0.89,,S,E or E+U and VE,,153126970,153151584,mRNA,No,0.022310326,0.954189,Fibroblast Only,E,,E,,,None,"HSAS; SPG1; Corpus callosum, partial agenesis of, X-linked",
AVPR2,Discordant,,1,,S,,,153167984,153172620,ncRNA,No,0.4322764,0.011107909,Lymphoblast only,Boundary,,,,Y pseudogene,None,"NDI, NSIAD",
ARHGAP4,Discordant,,0.78,VE,S,,,153172829,153191714,mRNA,No,5.9988084,0.20454586,Both,Boundary,,,,Y pseudogene,None,,
NAA10,Mostly VE,,0.56,VE,VE,S or S+U and VE,,153195376,153200468,mRNA,No,6.2126975,10.947719,Both,Boundary,,E,,,"ARD1, TE2, NATD, ARD1A, DXS707","MCOPS1, OGDNS",
RENBP,Discordant,,0.78,,VE,too much U,,153200721,153210232,mRNA,No,0.52057093,0.08122483,Lymphoblast only,Boundary,,,,,None,,
DL490658,No call,,,,,,,153209600,153209674,ncRNA,No,0.7322249,0.34338248,Both,Boundary,,,,,,,
HCFC1,Mostly VE,,0.66,E,VE,,,153213007,153236819,mRNA,No,6.51186,6.925906,Both,Boundary,,E,,Y pseudogene,None,MRX3,
TMEM187,Mostly VE,,0.56,VE,S,too much U,,153237990,153248646,mRNA,No,0.5943272,1.52729,Both,Boundary,,,,Y pseudogene,"CXORF12, ITBA1 ",,
MIR3202-1,No call,,,,,,,153246547,153246628,miRNA,No,0,0,Neither,Boundary,,,,,,,
MIR3202-2,No call,,,,,,,153246548,153246627,miRNA,No,0,0,Neither,Boundary,,,,,,,
IRAK1,Mostly S,,0.11,S,,S or S+U and VE,,153275956,153285342,mRNA,No,10.174665,13.308952,Both,S,,E,,,None,,
MIR718,S,,,,,all F S,,153285370,153285440,miRNA,No,0.12891284,0,Lymphoblast only,S,,,,,,,
MECP2,S,,0,S,S,all F S or S+U,,153287263,153363188,mRNA,No,1.1320766,1.3045423,Both,S,,S,,Y pseudogene,None,"RTT; AS; Encephalopathy, neonatal severe, due to MECP2 mutations; MRXSL; MRXS13; AUTSX3",
OPN1LW,No call,,,,,,,153409724,153424507,mRNA,No,0.001857307,0,Neither,S,,,,,,CBP; BCM; CBBM,
TEX28,No call,,,,,,,153424832,153523796,mRNA,No,0,0.000520461,Neither,S,,,,Y pseudogene,,,There are multiple copies of TEX28 here. Each is around 20 kb long.
OPN1MW,No call,,,,,,,153448084,153499470,mRNA,No,0,0,Neither,S,,,,,,CBD;BCM;CBBM,There is 2 copies of OPN1MW here. Each is around 15 kb long.
TKTL1,Discordant,,0.11,,VE,,,153524026,153558713,mRNA,No,0.007388108,0.002969752,Neither,S,,,,Y pseudogene,None,,
FLNA,S,,0,,S,all F S,,153576899,153586723,mRNA,No,33.16718,30.79171,Both,S,,S,,,None, PVNH1; OPD2; MNS; OPD1; FMD; PVNH4; TOD; CIIPX; CVD1; FGS2,
EMD,S,,0,,,all F S or S+U,,153607596,153609883,mRNA,No,18.449635,17.795708,Both,S,,,,Y pseudogene,STA,EDMD1,
AK307233,No call,,,,,too much U,,153625074,153627178,ncRNA,No,9.713719,6.4231286,Both,S,,,,,,,
RPL10,S,,0,,S,all F S or S+U,,153626570,153632038,mRNA,No,66.755775,23.243773,Both,S,,S,,Y pseudogene,QM ,AUTS1; AUTSX5,
SNORA70,No call,,,,,,,153628621,153628756,snoRNA,No,25.17023,51.507374,Both,S,,,,,,,
DQ570720,No call,,,,,,,153628902,153628928,piRNA,No,2741.7754,268.0291,Both,S,,,,,,,
DNASE1L1,S,,0,S,S,all F S,,153629578,153640427,mRNA,No,2.3426135,7.284614,Both,S,,S,,,,,
TAZ,S,,0,,,all F S,,153639876,153650063,mRNA,No,3.99874,5.3767266,Both,S,,E,,Y pseudogene,None,MGCA2; DCM,
BC009467,S,,,,,all F S or S+U,,153652727,153656796,ncRNA,No,0.40029493,0.51254267,Both,S,,,,,,,
ATP6AP1,S,,0,S,S,all F S,,153656977,153664862,mRNA,No,7.849412,10.238119,Both,S,S,S,,,ATP6S1,,
GDI1,S,,0,,,all F S or S+U,,153665258,153670141,mRNA,No,11.141168,15.302457,Both,S,,,,,"GDI, XAP4",MRX41,
FAM50A,S,,0,,,all F S,,153672472,153679002,mRNA,No,5.0493917,11.451341,Both,S,,S,,Y pseudogene,DXS9928E ,,
PLXNA3,S,,0,,S,all F S or S+U,,153686622,153701985,mRNA,No,5.13818,18.924702,Both,S,,,,,SEX ,,
LAGE3,S,,0,,,all F S,,153705240,153707596,mRNA,No,4.7375603,9.047116,Both,S,,S,,,"DXS9879E, ITBA2 ",,
UBL4A,S,,0,S,S,all F S,,153712055,153714932,mRNA,No,9.61713,15.883528,Both,S,,,,,GdX ,,
SLC10A3,S,,0,,,all F S,,153715649,153719002,mRNA,No,6.5439596,11.924709,Both,S,,S,,Y pseudogene,P3 ,,
FAM3A,S,,0,S,,all F S,,153733326,153744566,mRNA,No,2.8001528,6.0941916,Both,S,,S,,,None,,
G6PD,S,,0,S,S,all F S,,153759605,153775787,mRNA,No,2.260065,6.2223883,Both,S,S,S,,,None,"Susceptibility to malaria; Anemia, nonspherocytic hemolytic, due to G6PD deficiency; susceptibility to Favism",
IKBKG,Mostly S,,1,S,,all F S or S+U,,153770458,153793261,mRNA,No,0.4956903,1.5404327,Both,S,,,,,NEMO ,IP; HED-ID; Immunodeficiency without anhidrotic ectodermal dysplasia; IMD33; OLEDAID; IPD2,
LINC00204A,No call,,,,,,,153799478,153800188,ncRNA,No,0.05149261,0.21733068,Fibroblast Only,S,,,,,,,
CTAG1A,No call,,,,,,,153813417,153847522,mRNA,yes,0.011539637,0.001510214,Neither,S,,,,,,,There are 2 copies of CTAG1A here on opposite strands. Each copy is around 2 kb long.
LINC00204A,No call,,,,,,,153860738,153861448,ncRNA,No,0.05149261,0.21733068,Fibroblast Only,S,,,,,,,
CTAG2,No call,,,,,,,153880245,153881853,mRNA,yes,0,13.012895,Fibroblast Only,S,,,,,,,
GAB3,Mostly S,,0.89,,S,all F S or S+U,,153903526,153979858,mRNA,No,0.1095944,0.21154103,Both,S,,,,,Hs.290502,,
DKC1,S,,0,S,,all F S or S+U,,153991030,154005964,mRNA,No,5.478817,6.7457933,Both,S,,S,,,CBF5 ,DKCX; HHS,
SNORA36A,No call,,,,,,,153996802,153996932,snoRNA,No,0.69868785,2.1625233,Both,S,,,,,,,
SNORA56,No call,,,,,,,154003272,154003401,snoRNA,No,2.5346246,3.7640002,Both,S,,,,,,,
MPP1,S,,0,S,S,all F S or S+U,,154006958,154033802,mRNA,No,0.5734784,2.6430025,Both,S,,S,,,P55 ,,
CXorf68,No call,,,,,,,154051622,154062937,mRNA,No,0.019412113,0.00455173,Neither,S,,,,,,,
F8,S,,0,,S,,,154064063,154255215,mRNA,No,0.06966849,0.087303825,Neither,S,,S,,Y pseudogene,None,HEMA,
H2AFB3,No call,,,,,,,154113316,154113833,mRNA,No,0.07067808,0,Neither,S,,,,,,,
F8A3,No call,,,,,,,154114634,154688276,mRNA,No,0.30818218,0.33379412,Both,S,,,,,,,
MIR1184-1,S,,0,,,,,154115634,154687276,miRNA,No,0.3092604,0.3348268,Both,S,,,,,,,"There is 3 copies of MIR1184-1 here, there are some on both strands. Each is about 100 bp."
FUNDC2,S,,0,,S,all F S or S+U,,154255063,154285191,mRNA,No,0.8056442,0.8607641,Both,S,,S,,,HCBP6 ,,
MTCP1NB,No call,,,,,,,154289899,154299547,mRNA,No,1.5964537,2.391471,Both,S,,S,,,,,
MTCP1,S,,0,,,,,154292308,154299547,mRNA,No,0.9721701,2.297912,Both,S,,S,,,Hs.6917 ,,
BRCC3,Mostly S,,0.33,,S,,,154299694,154351349,mRNA,No,0.71566135,0.9382925,Both,S,,,,,C6.1A ,,
VBP1,S,,0.11,S,S,,,154444700,154468098,mRNA,No,1.6745666,2.0427728,Both,S,S,,,,"PFD3, H78350",,
RAB39B,S,,0,,S,,,154487525,154493852,mRNA,No,2.14067,0.42325908,Both,S,,S,,,None,,
CLIC2,Mostly S,,0.33,S,S,,,154505499,154563986,mRNA,No,0.40155438,0.073974475,Lymphoblast only,S,,,,,None,MRXS32,
LOC100507404,No call,,,,,,,154576449,154603823,ncRNA,No,0.053830232,0.2850545,Fibroblast Only,S,,,,,,,
H2AFB2,No call,,,,,,,154610427,154689596,mRNA,No,0.017457047,0.022770721,Neither,S,,,,,,,There is 2 copies of H2AFB2 here on opposite strands. Each copy is around 500 bp.
LOC100507404,No call,,,,,,,154696200,154723771,ncRNA,No,0.053830232,0.2850545,Fibroblast Only,S,,,,,,,
U00684,No call,,,,,,,154697946,154716707,unknown,No,0,0.013726515,Neither,S,,,,,,,
TMLHE,S,,0,S,S,,,154718672,154842622,mRNA,No,0.13838023,0.24475674,Both,S,,S,,,None,TMLHED,
SPRY3,S,,0,,,,,154997450,155012117,mRNA,No,0.11294374,0.015801962,Lymphoblast only,S,S,,,PAR2,None,,
VAMP7,S,,0.11,,S,,,155110942,155173433,mRNA,No,0.6072386,0,Lymphoblast only,S,S,,,PAR2,SYBL1,,
IL9R,S,,,,S,,,155227245,155240482,mRNA,No,0.2841672,0,Lymphoblast only,S,,,Male Bias,PAR2,,,
WASH1,No call,,,,,,,155249966,155253125,mRNA,No,1.1035509,0,Lymphoblast only,S,,,,PAR2,,,
WASH6P,No call,,,,,,,155251978,155255330,mRNA,No,1.0809762,0,Lymphoblast only,S,,,,PAR2,,,
DDX11L family member,No call,,,,,,,155255322,155257848,ncRNA,No,#N/A,-,,S,,,,PAR2,,,
